yo	0.012766593197224396
nobel	0.6933644902087848
sampling	0.21521404060672245
abe	0.182765655254706
##cker	0.870562946595393
lima	0.6702490831005836
marijuana	0.8100441209005833
straightening	0.06265004032686528
reservation	0.23073588176523474
corvette	0.5769406810739472
train	0.6028397910659878
ethnic	0.06274680327631155
obama	0.08116912846041457
neck	0.5848368334544366
sovereignty	0.11364603258745298
nair	0.8817976002518215
yards	0.1977512945616421
shredded	0.6466521451054535
adopting	0.8524687297962136
increasingly	0.7456897022246148
see	0.5959525579701279
splash	0.3591406491321426
carriers	0.33173795986624766
emotionally	0.10141546188814876
murderers	0.9251267098882663
imposing	0.26612151096639425
rights	0.9496575834291442
##wives	0.14526653460421235
mesa	0.5554513721330613
harassed	0.061274455757110546
quartet	0.25675421377806695
speaking	0.5179887204958229
macau	0.2814067989561455
dept	0.8338672354664846
hal	0.5527391557845296
##ification	0.0490288093778215
originated	0.3952930943924835
prosecution	0.14741884017101314
initiated	0.5975724741258442
kept	0.7300979677412771
always	0.3984561571866668
called	0.7074541614324966
eruption	0.26662348979126616
station	0.5595975712948446
##ined	0.38636938522321573
##eran	0.24422392806558924
purpose	0.6652283672226341
restructuring	0.1839279710603261
##ander	0.5550284481989903
##uro	0.7846979534252966
prolonged	0.756804323203733
fraternity	0.9276945064377536
ad	0.9780008610969588
slept	0.8526984755110889
lantern	0.8002097982150852
–	0.7018869878658162
uprising	0.21520857821753936
pill	0.534470642707736
laying	0.9122063124818555
hotel	0.7455096088557198
demons	0.4137528786537733
invading	0.7822802792020338
##irus	0.36245402337312493
1818	0.08138972153669743
hd	0.1834743264140707
hume	0.642079650110803
excuses	0.2576757074531749
so	0.4597352522036888
heads	0.7926298786981335
coleman	0.016271913855778197
transporting	0.5500594456409867
lin	0.9108402023996816
fences	0.02307782521936841
week	0.8596034905089358
##hip	0.1257401215056254
bafta	0.27482701825292577
reuters	0.1580745614670087
jewels	0.37028860846234757
redhead	0.41433683177814573
foxes	0.13874529989127637
whitney	0.0932053254310834
##rek	0.9281179169157211
canon	0.7638575003912262
##wig	0.9963135456809229
boom	0.851020992473199
##ps	0.46495146449011915
punish	0.5535345127276473
suburban	0.1752166022522128
strings	0.10837814202366103
##uh	0.4063586177006432
sgt	0.9708381788285697
kitchen	0.24582310595436707
somerville	0.9125084165959203
bahrain	0.11248223902040111
crested	0.0986990930788113
mushroom	0.5976515625783294
194	0.6239865406701756
san	0.01679405539393164
tags	0.6612565483835046
teresa	0.8636603228411106
des	0.5380482144238027
15	0.10848675006029929
ai	0.9430014621519528
publishing	0.9380107803134232
strategy	0.6578517788881618
laden	0.6781237923998507
conducts	0.16545647428519328
beak	0.19303766454782068
##pate	0.01409217825927267
dark	0.3733741595954986
costume	0.6856940138675701
spirit	0.7255931471483145
guerrillas	0.7092734126594054
involving	0.7725588611704269
go	0.5871157131283351
debates	0.3349479768548794
##cast	0.5536825663491065
##rber	0.1107366448648488
commanding	0.05093907261676145
songs	0.22564781667618916
coffin	0.1365360230136755
brit	0.9221565175083895
1st	0.6340498067291435
301	0.8630243316958313
sobbed	0.8835255092278554
phelps	0.5937619629435272
massive	0.966398043361864
skulls	0.7522315830068915
##over	0.0011820868052755396
preparing	0.01474822182952018
suspicious	0.23764932569144348
francis	0.14984602960532356
st	0.11612719551966877
cha	0.44187766662793415
seeded	0.20300282385712742
##zine	0.9282326988212503
renegade	0.6179784656961517
oxford	0.1356011755522767
character	0.2942341791082457
gearbox	0.17008840786358526
force	0.060684012008121235
please	0.22358737818163654
b	0.40544869994497235
indians	0.24232944035150628
here	0.8689577819000003
functional	0.21320274135534267
latter	0.4164475976164629
##pod	0.4607927889446052
previous	0.9650458824697734
guides	0.33660579735284246
communicating	0.865780998618538
ling	0.5175058244485037
orange	0.12470458622815694
pm	0.9165768661236529
wendy	0.7541070758779005
counts	0.359105809440343
##ime	0.9542501446660124
##ring	0.5417410378103137
##ay	0.017835418094373168
lenin	0.34242896996254746
21	0.7504507887532889
