jump	0.9806362480778923
columbia	0.979568024895915
cough	0.1477077364294056
ongoing	0.43825497966013516
##lea	0.7102444838444935
matching	0.30640614174542913
deposited	0.15290979120218096
shannon	0.19920600735931393
ville	0.9863468999735923
holstein	0.4064891416540617
slightly	0.693828845425051
##ir	0.3872058813861319
75	0.3842826530472334
convert	0.07425399389880671
peanut	0.5955256347034611
publication	0.12991578626027322
kennedy	0.044900957625891524
press	0.3389553446058118
applications	0.9823736202869123
##pe	0.746616259422613
##nca	0.07811834152807107
center	0.2623992318153414
vocal	0.31526632761095674
elections	0.12966117024177115
involved	0.15230117914571173
canary	0.6642335213744782
beside	0.5064517252684996
mostly	0.3895597595048875
sinking	0.7398484728825538
rite	0.5962664532591331
spec	0.961774934631142
##ghan	0.7053854679556014
momentum	0.6054341568564631
ruben	0.2724690672739496
##eva	0.25370398242773584
mountain	0.12819303515479397
marsh	0.17392168375498385
tito	0.035619239494887434
##lim	0.0830078757467918
farmland	0.78090568545594
canadians	0.8136529574403013
2008	0.06441017321484133
consecutive	0.6051998539864998
legislator	0.0603332099292192
treasurer	0.37329983010186607
viz	0.40646342254450785
##rral	0.7302754029657086
lose	0.4806804106615663
72	0.8852100710534648
football	0.7461384000863946
golden	0.05560200556057282
cosmetic	0.6445159522157815
accountants	0.402359336096873
heard	0.6325139188126644
believes	0.5264462146353263
implemented	0.9108520987071856
collects	0.08282403552584805
companion	0.23845912872791108
huang	0.9377628119938625
alexandria	0.4061982170883839
lord	0.2271306661345679
deals	0.6826671746793898
jane	0.27325333577551225
##ln	0.9078158978032939
documentation	0.7349796481752542
has	0.978418538777006
meat	0.3333680944183134
advertisements	0.7126090689486813
qualities	0.8849173183332869
difficulties	0.00022824062186355132
sharing	0.1950797619794623
##pp	0.9067230259280092
madison	0.5223337321718797
writes	0.9576894940044959
shut	0.17265881772927238
##tler	0.2914453537296614
showed	0.23902910777887165
##oke	0.41217110664312473
##erus	0.4745753196763568
searched	0.21070826270504206
ren	0.5448361236139752
kidnap	0.7408652255005681
apply	0.6467325397629645
pioneers	0.807748852030493
publisher	0.7876601949742194
##ox	0.9232897546134848
combines	0.4285955102395078
agitated	0.4181637183757687
agriculture	0.3657119189134923
##dad	0.37105601572419733
tried	0.8309248403209177
cu	0.34803897487094904
grave	0.8439165124293726
##ony	0.12165272132282379
##dd	0.7903410174195092
okay	0.1700219917635586
cisco	0.9243935559329689
##istic	0.969265846034035
teachers	0.8400910243296763
eased	0.05140126959658242
killed	0.9059383255108675
scores	0.18522706979051207
songs	0.06322551511999464
epidemic	0.1427827699821156
unexpectedly	0.6794594543280732
doorway	0.027105680867287596
bouncing	0.30402057732370524
##zen	0.6939337666366485
abbott	0.49927028991702616
hollywood	0.7936498162450719
reviewed	0.8198562833039265
sworn	0.6764781715904092
##imi	0.2941425570644205
orthodox	0.15355962475428986
malicious	0.8883551055228393
assure	0.6614776550650407
patton	0.7857577959362483
voices	0.19492880903418675
determining	0.5926390093340139
##zar	0.5745726451107667
aluminium	0.8082041244731236
smoothly	0.5809172897589591
##kov	0.2040912985815181
saunders	0.6095548540080569
resigned	0.42900579369012803
fielded	0.894128560878665
scared	0.07376978310614046
sandra	0.5598834615794016
fifth	0.49844157573114045
yielding	0.7425906333915309
heavyweight	0.13932276011273825
760	0.3913304364109981
restoring	0.1755036949653428
days	0.7895600695793168
expects	0.7531465281842301
##yan	0.49487028532431543
procurement	0.24272196400744683
legend	0.133374490330057
leverage	0.703651897390161
resumed	0.7628034776838464
##lander	0.45528010958486054
taller	0.1887241060008794
seychelles	0.6810364936961176
crunch	0.5285477009009447
314	0.04392714209204984
jeremy	0.6763415316234627
##lter	0.9587131838343677
##ja	0.7496588909144658
confirmation	0.7047524216810402
orange	0.04932253759664629
##inal	0.49766691091605886
930	0.3503871242516622
##bles	0.8849545737186891
slots	0.09483656335814972
237	0.9377407429897819
emergence	0.19291336983329566
col	0.10528531824605958
